,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,SMA200,PL,Share,sold_price,exit_sold,bought_price,exit_bought
10,10,2017-01-16,539.857666015625,541.8389282226562,531.9328002929688,533.072021484375,521.0949096679688,5544068,,-949.400390625,8.0,1232.1207275390625,1350.7957763671875,963.3187255859376,936.076904296875
11,11,2017-01-17,527.4998168945312,528.9857177734375,514.374267578125,515.736328125,504.1487121582031,18106600,,-282.249755859375,5.0,1895.0,1951.449951171875,1089.472900390625,1072.186767578125
12,12,2017-01-18,516.4049682617188,519.0796508789062,509.5450134277344,511.42718505859375,499.9364013671875,7322904,,-291.6000976562509,4.0,2009.0999755859373,2082.0,1082.0928955078125,1066.094482421875
13,13,2017-01-19,512.7149658203125,517.7423095703125,510.6594543457031,511.9967956542969,500.4932556152344,7053690,,2687.2772216796875,5.0,1991.449951171875,,1206.513427734375,1206.2657470703125
14,14,2017-01-20,512.12060546875,513.8541870117188,507.1427917480469,508.0838623046875,496.668212890625,4054233,,-327.3968505859375,10.0,,,1199.232421875,1176.5474853515625
15,15,2017-01-23,506.1026611328125,510.6594543457031,501.6448974609375,503.1803588867188,491.8749084472656,6326471,,1040.0908203125,11.0,,,1039.0013427734375,1111.7120361328125
16,16,2017-01-24,503.7251892089844,509.5697937011719,503.7251892089844,508.8268432617188,497.3945007324219,4347000,,-222.88757324218568,10.0,,,1140.4892578125,1152.8719482421875
17,17,2017-01-25,511.1547546386719,511.50146484375,503.3041687011719,503.873779296875,492.5527038574219,11009842,,-235.91387939453125,11.0,,,1052.6717529296875,1090.958740234375
18,18,2017-01-27,505.3349304199219,509.6193237304688,504.7157897949219,507.7371520996094,496.3292846679688,10089215,,1126.1753540039062,11.0,,,1035.08837890625,1021.1207885742188
19,19,2017-01-30,507.6628723144531,518.3119506835938,507.5885620117188,517.4946899414062,505.86761474609375,7235452,,-291.7346191406268,10.0,,,1126.7198486328125,1139.2015380859375
20,20,2017-01-31,518.5100708007812,521.952392578125,515.2658081054688,517.6928100585938,506.0613098144531,6980274,,-189.20654296874636,10.0,,,1092.4942626953125,1102.4498291015625
21,21,2017-02-01,518.1385498046875,520.5160522460938,512.73974609375,519.8969116210938,508.2158508300781,5220617,,1003.5868530273438,11.0,,,1223.552001953125,1226.0780029296875
22,22,2017-02-02,520.0702514648438,520.4664916992188,514.2504272460938,516.8507690429688,505.2381591796875,4199246,,-314.27105712890443,9.0,,,1215.6270751953125,1184.472412109375
23,23,2017-02-03,518.0890502929688,520.2931518554688,510.2136840820313,511.9720153808594,500.4690246582031,6100788,,-207.0379638671875,10.0,,,1363.6241455078125,1337.373046875
24,24,2017-02-06,513.6312866210938,517.544189453125,511.1795349121094,515.9344482421875,504.3423767089844,4611263,,1088.6804199218732,10.0,,,1312.013427734375,1329.1510009765625
25,25,2017-02-07,516.1077880859375,516.2811889648438,508.7773132324219,510.6099243164063,499.1375122070313,4571415,,-210.40576171875,9.0,,,1239.4017333984375,1244.6519775390625
26,26,2017-02-08,510.6099243164063,514.2504272460938,506.2017211914063,507.7619323730469,496.3535461425781,7490523,,1117.5556640625,9.0,,,1262.7801513671875,1202.4024658203125
27,27,2017-02-09,509.1735534667969,512.1453857421875,508.57916259765625,511.5262451171875,500.0332336425781,4551167,,-239.7275390625,8.0,,,1263.8697509765625,1235.04296875
28,28,2017-02-10,512.6406860351562,512.9130859375,507.9600524902344,510.2384338378906,498.77435302734375,5777310,,-700.1630859375,8.0,,,1236.826171875,1230.0899658203125
29,29,2017-02-13,511.6500549316406,512.1453857421875,506.2017211914063,510.08984375,498.6291198730469,3953095,,1024.83544921875,9.0,,,1242.5716552734375,1195.0718994140625
30,30,2017-02-14,512.6406860351562,521.5066528320312,510.1146240234375,519.97119140625,508.2884521484375,8419890,,-396.244140625,8.0,,,1403.050537109375,1383.3868408203125
31,31,2017-02-15,521.5066528320312,523.7850341796875,517.717529296875,520.7141723632812,509.0147399902344,7031717,,-283.95867919921875,9.0,,,1545.5992431640625,1546.8870849609375
32,32,2017-02-16,521.333251953125,529.7039184570312,521.333251953125,528.7380981445312,516.8583984375,9070869,,937.0184326171875,9.0,,,1527.8673095703125,1501.17041015625
33,33,2017-02-17,528.2427978515625,534.037841796875,524.2555541992188,532.7005004882812,520.7318115234375,6852052,,-194.16015625,8.0,,,1520.883544921875,1495.4249267578125
34,34,2017-02-20,530.248779296875,534.3598022460938,528.2427978515625,532.6510009765625,520.6834106445312,5376741,,1202.253662109375,9.0,,,1510.2840576171875,1487.40087890625
35,35,2017-02-21,532.5519409179688,540.3529663085938,531.487060546875,538.9909057617188,526.880859375,6547056,,-312.63671875,8.0,,,1465.9542236328125,1457.9302978515625
36,36,2017-02-22,541.3683471679688,600.1362915039062,540.873046875,598.080810546875,584.64306640625,58759604,,973.9677734375,8.0,,,1398.3946533203125,1430.1932373046875
37,37,2017-02-23,601.1021728515625,605.2626953125,584.137939453125,585.822021484375,572.6597290039062,28728225,,-241.31201171875,7.0,,,1350.7957763671875,1316.1739501953125
38,38,2017-02-27,589.6605834960938,622.4993286132812,589.5863037109375,613.6333618164062,599.84619140625,38499330,,-471.5301513671875,7.0,,,1547.134765625,1492.7998046875
39,39,2017-02-28,610.2157592773438,618.140625,608.482177734375,613.2123413085938,599.4346923828125,16665551,,-295.994140625,8.0,,,1496.449951171875,1465.35986328125
40,40,2017-03-01,614.2277221679688,616.3575439453125,609.2251586914062,611.4540405273438,597.7158813476562,11253980,,-194.1602783203125,7.0,,,1459.4000244140625,1435.949951171875
41,41,2017-03-02,613.1380615234375,621.4591674804688,607.7639770507812,612.5684814453125,598.8052368164062,8336344,,-236.45849609375,7.0,,,1433.699951171875,1408.9000244140625
42,42,2017-03-03,614.9459228515625,637.853759765625,614.9459228515625,623.3660888671875,609.3602905273438,38907038,,-334.0341796875,8.0,,,1581.699951171875,1579.800048828125
43,43,2017-03-06,628.5420532226562,649.8401489257812,626.6846313476562,646.54638671875,632.0197143554688,30793458,,1126.521484375,8.0,,,1572.1500244140625,1537.1500244140625
44,44,2017-03-07,653.2330322265625,657.2697143554688,641.9895629882812,646.3482666015625,631.8261108398438,19416016,,1006.8558349609375,7.0,,,1588.800048828125,1537.699951171875
45,45,2017-03-08,647.7103271484375,647.7103271484375,637.0117797851562,639.537841796875,625.168701171875,20000005,,-266.572998046875,6.0,,,1746.1500244140625,1759.4000244140625
46,46,2017-03-09,638.9434814453125,642.9058837890625,634.7333374023438,637.333740234375,623.0140991210938,14350087,,-194.654296875,6.0,,,1737.5999755859375,1704.0999755859375
47,47,2017-03-10,639.0672607421875,641.915283203125,624.6786499023438,634.8076782226562,620.5447998046875,11438543,,-200.89599609375,6.0,,,1917.0,1935.0
48,48,2017-03-14,653.1834716796875,653.3073120117188,636.5907592773438,638.69580078125,624.3456420898438,12813559,,-314.12255859375,6.0,,,1843.4000244140625,1844.0
49,49,2017-03-15,639.4635009765625,651.969970703125,639.1416015625,646.3482666015625,631.8261108398438,11125787,,-214.56591796875,6.0,,,2146.14990234375,2057.800048828125
50,50,2017-03-16,648.8495483398438,649.0476684570312,640.7265625,642.7325439453125,628.2915649414062,7348934,,-575.544921875,7.0,,,2108.85009765625,2096.64990234375
51,51,2017-03-17,647.8589477539062,653.77783203125,642.9306640625,644.2432250976562,629.768310546875,10488640,,994.0281982421875,7.0,,,2150.60009765625,2009.0
52,52,2017-03-20,646.8683471679688,646.9921875,633.1731567382812,634.3866577148438,620.1331787109375,5939197,,-490.6494140625,6.0,,,2118.550048828125,2091.35009765625
53,53,2017-03-21,635.080078125,635.922119140625,623.7376098632812,625.9664916992188,611.9022216796875,10428134,,-363.0,6.0,,,2034.5,2029.0999755859373
54,54,2017-03-22,620.1218872070312,627.006591796875,617.4224243164062,623.9357299804688,609.9171142578125,9364609,,-303.0,6.0,,,1850.4000244140625,1877.449951171875
55,55,2017-03-23,625.64453125,632.7769165039062,623.0936889648438,630.671875,616.501953125,5449349,,876.6005859375,6.0,,,2084.550048828125,2050.699951171875
56,56,2017-03-24,631.068115234375,639.93408203125,628.2696533203125,637.333740234375,623.0140991210938,7514381,,-267.299560546875,6.0,,,1980.0,1997.199951171875
57,57,2017-03-27,629.5822143554688,633.3712768554688,617.744384765625,619.6760864257812,605.753173828125,14976876,,-206.700439453125,6.0,,,1950.699951171875,1899.5
58,58,2017-03-28,623.0936889648438,626.0655517578125,615.2183227539062,617.0261840820312,603.1627807617188,10017936,,1023.599853515625,6.0,,,1933.699951171875,1911.1500244140625
59,59,2017-03-29,619.9732666015625,624.0842895507812,610.8843994140625,622.425048828125,608.4403686523438,8733582,,-210.250244140625,5.0,,,1925.800048828125,1895.0
60,60,2017-03-30,621.6077880859375,631.3900756835938,620.6171875,629.3593139648438,615.2188720703125,12858458,,987.0001220703125,5.0,,,2085.800048828125,2144.35009765625
61,61,2017-03-31,627.05615234375,662.5447387695312,627.05615234375,654.2483520507812,639.5487060546875,20947737,,-365.0,5.0,,,2082.0,2009.0999755859373
62,62,2017-04-03,664.6993408203125,683.7685546875,662.24755859375,680.8710327148438,665.5731811523438,20715169,,1072.0001220703125,5.0,,,2029.300048828125,1991.449951171875
63,63,2017-04-05,691.049560546875,702.3424682617188,683.5704345703125,700.8565673828125,685.1097412109375,18609462,,-198.0,4.0,,,,1984.300048828125
64,64,2017-04-06,697.884765625,717.6473999023438,694.5166625976562,712.4962768554688,696.4878540039062,23361514,,-399.400390625,4.0,,,,
65,65,2017-04-07,703.9769897460938,710.2673950195312,694.6900634765625,696.696044921875,681.0426025390625,14710432,,-237.0,4.0,,,,
66,66,2017-04-10,698.3800659179688,705.7600708007812,682.18359375,684.1895751953125,668.8172607421875,14199616,,-357.8002929687509,4.0,,,,
67,67,2017-04-11,687.4090576171875,693.64990234375,678.6173706054688,679.7318115234375,664.4595947265625,14883207,,-628.2001953125,4.0,,,,
68,68,2017-04-12,684.9077758789062,686.7156372070312,669.2313842773438,670.6430053710938,655.5750122070312,12667376,,1001.4996337890625,5.0,,,,
69,69,2017-04-13,670.6430053710938,680.2518920898438,667.3491821289062,675.9922485351562,660.8040161132812,5867471,,-349.400390625,4.0,,,,
70,70,2017-04-17,676.09130859375,691.222900390625,676.09130859375,689.3902587890625,673.9010009765625,5463005,,-402.5,5.0,,,,
71,71,2017-04-18,693.4022216796875,698.3800659179688,677.0819702148438,678.6669311523438,663.4186401367188,7391572,,-197.7496337890625,5.0,,,,
72,72,2017-04-19,678.0725708007812,684.783935546875,672.4013061523438,677.9735107421875,662.7407836914062,5340733,,-193.499755859375,5.0,,,,
73,73,2017-04-20,683.0255737304688,686.8889770507812,675.6455688476562,678.344970703125,663.1039428710938,3873597,,1092.750244140625,5.0,,,,
74,74,2017-04-21,683.7685546875,703.8284301757812,682.802734375,694.665283203125,679.0574951171875,13951559,,-306.8002929687509,4.0,,,,
75,75,2017-04-24,697.9094848632812,710.7626953125,693.5260620117188,702.0452880859375,686.2716674804688,11774019,,-362.2001953125,4.0,,,,
76,76,2017-04-25,723.1453247070312,726.9839477539062,706.3544921875,709.6730346679688,693.7280883789062,16966725,,-180.0,4.0,,,,
77,77,2017-04-26,710.7626953125,713.2639770507812,694.7147827148438,701.5747680664062,685.811767578125,7736192,,,,,,,
78,78,2017-04-27,701.84716796875,705.3886108398438,694.5166625976562,698.1323852539062,682.4467163085938,5801788,,,,,,,
79,79,2017-04-28,698.2562255859375,703.481689453125,688.96923828125,691.049560546875,675.5230102539062,5468153,,,,,,,
80,80,2017-05-02,694.4176025390625,694.4176025390625,676.7352294921875,678.8402709960938,663.5880737304688,8579933,,,,,,,
81,81,2017-05-03,681.9854736328125,683.8923950195312,676.09130859375,678.6173706054688,663.3701171875,4384266,,,,,,,
82,82,2017-05-04,681.0443725585938,683.32275390625,670.667724609375,672.5994262695312,657.4874267578125,6629876,,,,,,,
83,83,2017-05-05,674.4072875976562,677.2553100585938,656.2791137695312,657.8888549804688,643.107421875,7198681,,,,,,,
84,84,2017-05-08,658.7556762695312,663.4610595703125,652.9853515625,654.4960327148438,639.790771484375,7414794,,,,,,,
85,85,2017-05-09,655.7838134765625,660.5635375976562,653.9264526367188,658.9290161132812,644.1241455078125,9740485,,,,,,,
86,86,2017-05-10,661.1331176757812,675.3978881835938,659.0775756835938,673.1690063476562,658.044189453125,10571126,,,,,,,
87,87,2017-05-11,675.6455688476562,678.4440307617188,669.47900390625,673.3919067382812,658.2621459960938,6361244,,,,,,,
88,88,2017-05-12,673.6395874023438,675.5960083007812,665.7146606445312,668.8846435546875,653.8561401367188,3472060,,,,,,,
89,89,2017-05-15,671.8317260742188,671.8317260742188,660.4891967773438,665.7394409179688,650.7815551757812,3109625,,,,,,,
90,90,2017-05-16,666.705322265625,681.9854736328125,664.2039794921875,671.7821655273438,656.6885375976562,5840738,,,,,,,
91,91,2017-05-17,670.1476440429688,676.5618896484375,667.5473022460938,670.1972045898438,655.13916015625,4543269,,,,,,,
92,92,2017-05-18,663.83251953125,668.6617431640625,655.8333740234375,657.443115234375,642.6716918945312,4518258,,,,,,,
93,93,2017-05-19,660.2415771484375,661.5789184570312,648.8495483398438,653.2330322265625,638.55615234375,5913291,,,,,,,
94,94,2017-05-22,657.0220947265625,660.5387573242188,651.4251708984375,655.8580932617188,641.1222534179688,4061858,,,,,,,
95,95,2017-05-23,656.6258544921875,658.6813354492188,644.8870849609375,646.6454467773438,632.1165771484375,4256413,,,,,,,
96,96,2017-05-24,647.6112670898438,650.6821899414062,641.469482421875,642.75732421875,628.3158569335938,6611691,,,,,,,
97,97,2017-05-25,643.896484375,650.0382690429688,642.13818359375,645.1099853515625,630.6156616210938,11963002,,,,,,,
98,98,2017-05-26,645.8529663085938,665.8880615234375,643.896484375,662.3713989257812,647.4891357421875,9890146,,,,,,,
99,99,2017-05-29,662.2227783203125,676.314208984375,661.5293579101562,672.079345703125,656.9790649414062,11086441,,,,,,,
100,100,2017-05-30,671.5840454101562,675.9427490234375,667.9188232421875,673.2928466796875,658.1653442382812,4457308,,,,,,,
101,101,2017-05-31,677.0819702148438,677.552490234375,661.62841796875,664.055419921875,649.1353759765625,7579368,,,,,,,
102,102,2017-06-01,660.0929565429688,663.7086791992188,655.2885131835938,657.8888549804688,643.107421875,4399971,,,,,,,
103,103,2017-06-02,661.232177734375,663.0648193359375,652.3167114257812,656.1552734375,641.4127197265625,5304943,,,,,,,
104,104,2017-06-05,656.8982543945312,664.2039794921875,651.7470703125,658.4337158203125,643.6399536132812,5000365,,,,,,,
105,105,2017-06-06,660.7120971679688,660.7120971679688,649.3448486328125,650.2363891601562,635.6268310546875,4426274,,,,,,,
106,106,2017-06-07,649.4439086914062,664.6993408203125,648.354248046875,663.21337890625,648.312255859375,5168439,,,,,,,
107,107,2017-06-08,663.7086791992188,666.086181640625,657.789794921875,659.59765625,644.77783203125,3647290,,,,,,,
108,108,2017-06-09,666.2347412109375,670.1229248046875,659.2509765625,661.5789184570312,646.714599609375,6385564,,,,,,,
109,109,2017-06-12,657.046875,658.6318359375,652.3167114257812,653.5302124023438,638.8466796875,3891567,,,,,,,
110,110,2017-06-13,654.0997924804688,657.2697143554688,649.3448486328125,651.004150390625,636.3773193359375,2780692,,,,,,,
111,111,2017-06-14,651.7718505859375,673.6148071289062,651.7718505859375,672.3765258789062,657.26953125,24431465,,,,,,,
112,112,2017-06-15,673.6148071289062,690.9505004882812,673.1690063476562,685.4773559570312,670.0759887695312,13056205,,,,,,,
113,113,2017-06-16,688.0281982421875,691.3467407226562,678.2211303710938,687.8795776367188,672.42431640625,15096065,,,,,,,
114,114,2017-06-19,688.572998046875,701.2528076171875,688.572998046875,698.0086059570312,682.3257446289062,7031853,,,,,,,
115,115,2017-06-20,697.884765625,704.3732299804688,697.1170043945312,699.5440063476562,683.82666015625,4680750,,,,,,,
116,116,2017-06-21,697.2904052734375,707.2955322265625,695.5320434570312,704.32373046875,688.4989624023438,9226522,,,,,,,
117,117,2017-06-22,708.0137329101562,715.9138793945312,707.14697265625,709.5986938476562,693.6554565429688,10207734,,,,,,,
118,118,2017-06-23,711.2579956054688,714.2297973632812,708.5833129882812,711.1837158203125,695.2047729492188,14372622,,,,,,,
119,119,2017-06-27,709.2767944335938,714.72509765625,705.8096313476562,711.8275756835938,695.834228515625,15040990,,,,,,,
120,120,2017-06-28,713.2144165039062,713.2144165039062,691.222900390625,692.6840209960938,677.1207885742188,7184538,,,,,,,
121,121,2017-06-29,693.427001953125,698.3800659179688,688.5234985351562,689.811279296875,674.3125610351562,5952538,,,,,,,
122,122,2017-06-30,689.4645385742188,689.6626586914062,681.0691528320312,683.5209350585938,668.16357421875,3606284,,,,,,,
123,123,2017-07-03,687.5823974609375,690.8018798828125,679.0631713867188,684.0409545898438,668.6719360351562,4243619,,,,,,,
124,124,2017-07-04,688.4739379882812,706.8497924804688,687.9786376953125,704.2989501953125,688.4747314453125,8683942,,,,,,,
125,125,2017-07-05,708.0137329101562,716.92919921875,705.3143310546875,714.5517578125,698.4971923828125,12556953,,,,,,,
126,126,2017-07-06,717.54833984375,718.1922607421875,712.2485961914062,714.5022583007812,698.4487915039062,6271927,,,,,,,
127,127,2017-07-07,714.72509765625,741.8430786132812,713.2391967773438,738.5740356445312,721.979736328125,16542604,,,,,,,
128,128,2017-07-10,740.530517578125,743.4032592773438,737.5586547851562,739.4160766601562,722.8027954101562,1617344,,,,,,,
129,129,2017-07-11,743.4528198242188,745.1368408203125,736.5185546875,740.1590576171875,723.5291137695312,9689441,,,,,,,
130,130,2017-07-12,742.6603393554688,755.3401489257812,741.71923828125,748.4553833007812,731.6390991210938,7893715,,,,,,,
131,131,2017-07-13,747.2914428710938,755.3401489257812,746.0036010742188,753.9037475585938,742.3690185546875,10619232,,,,,,,
132,132,2017-07-14,752.8635864257812,760.7885131835938,750.6594848632812,759.674072265625,748.0511474609375,9474992,,,,,,,
133,133,2017-07-17,761.2838134765625,772.4776611328125,761.2838134765625,768.5895385742188,756.8301391601562,8652868,,,,,,,
134,134,2017-07-18,766.1377563476562,768.6143188476562,748.4058837890625,752.8140869140625,741.2960815429688,9063934,,,,,,,
135,135,2017-07-19,749.1983642578125,761.7791137695312,749.1983642578125,759.27783203125,747.660888671875,5441174,,,,,,,
136,136,2017-07-20,762.6458740234375,767.7227783203125,754.6962280273438,757.2717895507812,745.685546875,6288420,,,,,,,
137,137,2017-07-21,767.7227783203125,788.376953125,765.221435546875,785.0584106445312,773.0469970703125,44831188,,,,,,,
138,138,2017-07-24,792.4879760742188,804.8211059570312,785.0584106445312,800.0413818359375,787.80078125,20042658,,,,,,,
139,139,2017-07-25,804.7220458984375,804.8458862304688,791.2992553710938,793.5529174804688,781.41162109375,9259100,,,,,,,
140,140,2017-07-26,794.5682983398438,807.297607421875,793.0328369140625,803.7561645507812,791.458740234375,10131916,,,,,,,
141,141,2017-07-27,806.3565673828125,808.090087890625,786.7177124023438,789.9124145507812,777.8268432617188,8495918,,,,,,,
142,142,2017-07-28,788.1541137695312,795.43505859375,781.59130859375,789.7390747070312,777.6561279296875,6614152,,,,,,,
143,143,2017-07-31,793.453857421875,801.7997436523438,790.5067749023438,800.0166625976562,787.7764282226562,7645862,,,,,,,
144,144,2017-08-01,803.7561645507812,803.7561645507812,788.2778930664062,794.2711181640625,782.1188354492188,5681949,,,,,,,
145,145,2017-08-02,797.4410400390625,810.17041015625,796.5,806.950927734375,794.6046142578125,9592846,,,,,,,
146,146,2017-08-03,805.7869262695312,824.63330078125,800.9329833984375,817.3027954101562,804.798095703125,9094953,,,,,,,
147,147,2017-08-04,823.6921997070312,823.6921997070312,799.9671020507812,803.458984375,791.1661376953125,8574605,,,,,,,
148,148,2017-08-07,808.1396484375,808.1396484375,798.7041015625,800.5862426757812,788.3373413085938,4401364,,,,,,,
149,149,2017-08-08,801.4035034179688,802.9141845703125,785.949951171875,793.7510375976562,781.6067504882812,5058636,,,,,,,
150,150,2017-08-09,793.23095703125,802.3941040039062,785.0584106445312,791.8936157226562,779.7776489257812,4816513,,,,,,,
151,151,2017-08-10,789.045654296875,795.7817993164062,781.5665283203125,784.7365112304688,772.7300415039062,4701836,,,,,,,
152,152,2017-08-11,768.1932983398438,782.5819091796875,759.3025512695312,765.8653564453125,754.1476440429688,7843781,,,,,,,
153,153,2017-08-14,773.1710815429688,784.810791015625,773.1710815429688,779.1395263671875,767.2186889648438,6202842,,,,,,,
154,154,2017-08-16,778.6194458007812,780.6007080078125,767.8218383789062,775.6971435546875,763.8290405273438,6265622,,,,,,,
155,155,2017-08-17,777.133544921875,791.3240356445312,773.2454223632812,776.1924438476562,764.3167724609375,7304951,,,,,,,
156,156,2017-08-18,774.6570434570312,781.4922485351562,769.282958984375,780.3035278320312,768.3649291992188,3662412,,,,,,,
157,157,2017-08-21,781.0960083007812,784.637451171875,772.7996215820312,774.8551635742188,762.9999389648438,3495195,,,,,,,
158,158,2017-08-22,778.6194458007812,782.5323486328125,770.7193603515625,772.7005615234375,760.8782958984375,4399773,,,,,,,
159,159,2017-08-23,775.0780639648438,785.826171875,769.282958984375,783.5972900390625,771.6083374023438,3839702,,,,,,,
160,160,2017-08-24,787.5349731445312,789.0703735351562,774.9046630859375,776.6630249023438,764.7801513671875,5839979,,,,,,,
161,161,2017-08-28,782.1113891601562,783.5477294921875,773.2701416015625,775.9200439453125,764.0485229492188,5684028,,,,,,,
162,162,2017-08-29,773.5921020507812,776.3905639648438,757.816650390625,758.8815307617188,747.2706909179688,6998558,,,,,,,
163,163,2017-08-30,766.50927734375,777.0344848632812,763.3888549804688,774.70654296875,762.853515625,4769560,,,,,,,
164,164,2017-08-31,780.1054077148438,791.2249755859375,779.6100463867188,789.7638549804688,777.6804809570312,11585780,,,,,,,
165,165,2017-09-01,792.4136962890625,800.7100830078125,791.99267578125,797.4906005859375,785.2890625,7121827,,,,,,,
166,166,2017-09-04,800.1652221679688,810.393310546875,790.4324951171875,799.100341796875,786.8741455078125,9950182,,,,,,,
167,167,2017-09-05,807.34716796875,809.7493896484375,802.9141845703125,808.6349487304688,796.2628784179688,11637538,,,,,,,
168,168,2017-09-06,805.5640869140625,818.4915161132812,803.7809448242188,814.974853515625,802.5057983398438,22496263,,,,,,,
169,169,2017-09-07,815.2720336914062,824.682861328125,807.34716796875,810.4180297851562,798.0186767578125,7478761,,,,,,,
170,170,2017-09-08,812.3002319335938,815.5197143554688,804.474365234375,809.2293090820312,796.84814453125,6114140,,,,,,,
171,171,2017-09-11,813.5880126953125,819.0858764648438,808.8826293945312,810.2199096679688,797.8236083984375,5856706,,,,,,,
172,172,2017-09-12,815.0243530273438,817.2532348632812,809.328369140625,816.0150146484375,803.5300903320312,2999837,,,,,,,
173,173,2017-09-13,816.2626342773438,851.8255615234375,814.2814331054688,841.0278930664062,828.1602172851562,13557530,,,,,,,
174,174,2017-09-14,847.7640380859375,853.4105224609375,834.0936279296875,835.92626953125,823.1366577148438,5476914,,,,,,,
175,175,2017-09-15,834.0936279296875,844.8417358398438,826.9116821289062,833.8955078125,821.136962890625,13196770,,,,,,,
176,176,2017-09-18,842.0184936523438,843.0586547851562,835.1832885742188,837.6102905273438,824.7948608398438,2336110,,,,,,,
177,177,2017-09-19,840.730712890625,840.7802734375,829.1405639648438,830.7255249023438,818.0154418945312,3562177,,,,,,,
178,178,2017-09-20,848.0612182617188,864.3072509765625,837.1644897460938,839.1952514648438,826.3555908203125,11511053,,,,,,,
179,179,2017-09-21,839.0466918945312,843.7025146484375,828.3976440429688,833.44970703125,820.697998046875,5976672,,,,,,,
180,180,2017-09-22,832.0133666992188,832.0133666992188,805.5640869140625,809.724609375,797.3358154296875,5673719,,,,,,,
181,181,2017-09-25,807.34716796875,820.175537109375,797.63916015625,813.8356323242188,801.3839111328125,6566972,,,,,,,
182,182,2017-09-26,813.9842529296875,819.2839965820312,804.5734252929688,812.3992919921875,799.9696044921875,4875350,,,,,,,
183,183,2017-09-27,817.8475952148438,817.9466552734375,788.0302734375,791.64599609375,779.5338745117188,8514143,,,,,,,
184,184,2017-09-28,792.1412963867188,795.3607788085938,772.8739013671875,779.0652465820312,767.1456298828125,13636223,,,,,,,
185,185,2017-09-29,784.3154907226562,785.949951171875,771.7842407226562,773.5673828125,761.7318725585938,7691452,,,,,,,
186,186,2017-10-03,787.5349731445312,796.3018798828125,777.9755859375,790.853515625,778.7534790039062,8466559,,,,,,,
187,187,2017-10-04,791.6954956054688,817.2037353515625,788.1293334960938,811.1610107421875,798.750244140625,8725859,,,,,,,
188,188,2017-10-05,817.2532348632812,820.6708374023438,810.962890625,816.4112548828125,803.920166015625,4906551,,,,,,,
189,189,2017-10-06,816.2626342773438,831.468505859375,814.8757934570312,829.1901245117188,816.5036010742188,5998431,,,,,,,
190,190,2017-10-09,831.121826171875,831.914306640625,820.22509765625,822.8502197265625,810.2606811523438,4084462,,,,,,,
191,191,2017-10-10,823.1968994140625,839.3438720703125,823.1968994140625,835.2823486328125,822.5025634765625,6798826,,,,,,,
192,192,2017-10-11,837.3626098632812,850.339599609375,828.1499633789062,832.260986328125,819.5274047851562,7116625,,,,,,,
193,193,2017-10-12,834.1926879882812,868.5668334960938,834.1926879882812,864.5548706054688,851.3272094726562,8603714,,,,,,,
194,194,2017-10-13,871.0433959960938,882.3363037109375,865.1492309570312,868.2201538085938,854.9364624023438,9926723,,,,,,,
195,195,2017-10-16,870.7462158203125,883.6241455078125,853.21240234375,868.5668334960938,855.27783203125,14772250,,,,,,,
196,196,2017-10-17,869.755615234375,875.69921875,859.0570068359375,866.1398315429688,852.887939453125,6414314,,,,,,,
197,197,2017-10-18,869.1611938476562,909.2809448242188,866.7837524414062,905.912841796875,892.0523681640625,16924095,,,,,,,
